Date,min,max,mean,Ticker
2024 Apr,294.1815185546875,330.3070983886719,312.71593683416194,ACN
2024 May,275.97784423828125,305.0137634277344,295.9932459050959,ACN
2024 Jun,275.459716796875,302.071044921875,287.7352584035773,ACN
2024 Jul,288.8338317871094,325.51861572265625,310.84917241876775,ACN
2024 Aug,308.0697326660156,335.7699279785156,321.0236219926314,ACN
2024 Sep,329.18121337890625,349.37945556640625,337.7632461547852,ACN
2024 Oct,339.9662780761719,371.55523681640625,357.6069389011549,ACN
2024 Nov,339.0592041015625,365.0086975097656,352.158186340332,ACN
2024 Dec,342.71697998046875,366.92138671875,354.0719967796689,ACN
2024 Jan,564.5999755859375,630.22998046875,597.8133312406994,ADBE
2024 Feb,537.5700073242188,634.760009765625,585.5614990234375,ADBE
2024 Mar,492.4599914550781,579.1400146484375,534.9670013427734,ADBE
2024 Apr,462.8299865722656,502.0899963378906,479.80636180530894,ADBE
2024 May,444.760009765625,493.5899963378906,478.9831820401278,ADBE
2024 Jun,439.0199890136719,555.5399780273438,495.40473215203536,ADBE
2024 Jul,531.0399780273438,578.3400268554688,556.1581892533736,ADBE
2024 Aug,509.32000732421875,574.4099731445312,546.7527188387784,ADBE
2024 Sep,508.1300048828125,586.5499877929688,541.8834991455078,ADBE
2024 Oct,478.0799865722656,509.6499938964844,494.86173546832543,ADBE
2024 Nov,481.3500061035156,532.5,506.82449798583986,ADBE
2024 Dec,437.3900146484375,552.9600219726562,484.27571469261534,ADBE
2024 Jan,135.32000732421875,180.3300018310547,158.70999872116815,AMD
2024 Feb,164.2899932861328,192.52999877929688,174.36199874877929,AMD
2024 Mar,177.8699951171875,211.3800048828125,192.16499862670898,AMD
2024 Apr,146.63999938964844,183.33999633789062,162.84409124200994,AMD
2024 May,144.27000427246094,171.61000061035156,158.78863594748756,AMD
2024 Jun,154.6300048828125,167.8699951171875,161.01000012849508,AMD
2024 Jul,138.32000732421875,183.9600067138672,160.94272821599787,AMD
2024 Aug,128.6699981689453,157.80999755859375,143.6790910200639,AMD
2024 Sep,134.35000610351562,167.49000549316406,151.12100143432616,AMD
2024 Oct,144.07000732421875,172.8000030517578,160.16565273119056,AMD
2024 Nov,134.89999389648438,149.82000732421875,140.75750198364258,AMD
2024 Dec,118.87999725341797,143.99000549316406,129.0395235334124,AMD
2024 Jan,14.931262016296387,17.501249313354492,16.12713237035842,AES
2024 Feb,13.768534660339355,15.688450813293457,14.839114427566528,AES
2024 Mar,13.60396957397461,16.39241600036621,14.658551120758057,AES
2024 Apr,14.545641899108887,16.73068618774414,15.845742919228293,AES
2024 May,16.77431869506836,20.097797393798828,18.75623642314564,AES
2024 Jun,16.22040557861328,19.2576961517334,17.96523174486662,AES
2024 Jul,15.592638969421387,17.439016342163086,16.254397348924115,AES
2024 Aug,15.186409950256348,16.85514259338379,16.007215283133768,AES
2024 Sep,15.093183517456055,18.710325241088867,17.107782649993897,AES
2024 Oct,15.307600975036621,18.868806838989258,16.47737561101499,AES
2024 Nov,11.852090835571289,14.612553596496582,12.93837513923645,AES
2024 Dec,11.72019100189209,12.850756645202637,12.323159308660598,AES
2024 Jan,77.15528106689453,82.11698150634766,80.06397501627605,AFL
2024 Feb,72.98860931396484,77.8274917602539,75.66306228637696,AFL
2024 Mar,76.86357116699219,82.7628173828125,80.4705909729004,AFL
2024 Apr,76.76718139648438,82.33868408203125,80.11463928222656,AFL
2024 May,80.2083969116211,87.12493133544922,83.5289455760609,AFL
2024 Jun,84.3813705444336,87.66783142089844,86.00036460474918,AFL
2024 Jul,85.81616973876953,92.46662902832031,89.66182431307706,AFL
2024 Aug,94.20195770263672,107.50196075439453,100.82724484530362,AFL
2024 Sep,104.57965850830078,108.90467071533203,106.45236740112304,AFL
2024 Oct,102.07621765136719,112.27506256103516,109.33200371783713,AFL
2024 Nov,101.803466796875,111.6474380493164,107.54039268493652,AFL
2024 Dec,98.21257019042969,109.00547790527344,102.1764395577567,AFL
2024 Jan,126.44664001464844,136.9378204345703,129.67535836356026,A
2024 Feb,128.06524658203125,135.56597900390625,131.79240798950195,A
2024 Mar,137.2437744140625,147.35989379882812,144.34529800415038,A
2024 Apr,130.92259216308594,145.71116638183594,138.33979450572622,A
2024 May,128.9158477783203,152.86822509765625,144.45348288796166,A
2024 Jun,128.14479064941406,133.53233337402344,130.92101970471833,A
2024 Jul,124.21310424804688,140.03932189941406,130.55755823308772,A
2024 Aug,132.67095947265625,141.54470825195312,137.70294813676313,A
2024 Sep,135.07754516601562,147.0511932373047,138.81572570800782,A
2024 Oct,129.14247131347656,145.38076782226562,137.81128327742866,A
2024 Nov,124.67868041992188,139.28025817871094,133.02944145202636,A
2024 Dec,131.93978881835938,142.8413543701172,136.53339059012276,A
2024 Jan,244.3814697265625,261.3547058105469,252.37701561337425,APD
2024 Feb,205.8381805419922,248.06089782714844,218.27944717407226,APD
2024 Mar,225.05726623535156,236.95570373535156,231.03308868408203,APD
2024 Apr,219.26617431640625,234.34217834472656,226.69958634810015,APD
2024 May,228.63331604003906,256.75396728515625,245.75812669233844,APD
2024 Jun,248.4265594482422,274.6699523925781,262.61687429327714,APD
2024 Jul,239.76051330566406,262.18170166015625,250.89182142777875,APD
2024 Aug,265.0413513183594,278.6607666015625,268.8121324018999,APD
2024 Sep,260.4756774902344,291.15582275390625,276.6033416748047,APD
2024 Oct,278.40625,323.8483581542969,306.8539840034817,APD
2024 Nov,298.484619140625,326.4617919921875,312.33473510742186,APD
2024 Dec,281.5169677734375,327.2808837890625,299.7105276925223,APD
2024 Jan,133.4199981689453,152.6999969482422,140.19237917945497,ABNB
2024 Feb,144.52999877929688,157.69000244140625,150.42975006103515,ABNB
2024 Mar,158.08999633789062,168.17999267578125,164.1055000305176,ABNB
2024 Apr,155.00999450683594,165.4199981689453,160.25590861927378,ABNB
2024 May,141.0399932861328,162.0,149.29636452414772,ABNB
2024 Jun,145.77999877929688,151.6300048828125,148.25052843595805,ABNB
2024 Jul,138.99000549316406,154.33999633789062,147.4413632479581,ABNB
2024 Aug,113.01000213623047,135.08999633789062,118.82590796730734,ABNB
2024 Sep,114.27999877929688,131.47999572753906,122.03650016784668,ABNB
2024 Oct,125.29000091552734,137.77999877929688,133.25130363132644,ABNB
2024 Nov,131.44000244140625,147.3699951171875,136.4464988708496,ABNB
2024 Dec,127.54000091552734,139.07000732421875,134.62214551653182,ABNB
2024 Jan,114.33000183105469,124.66000366210938,119.48476191929409,AKAM
2024 Feb,106.94999694824219,128.32000732421875,116.62500076293945,AKAM
2024 Mar,107.25,112.83000183105469,109.41299972534179,AKAM
2024 Apr,100.33999633789062,109.33000183105469,103.6127270785245,AKAM
2024 May,90.22000122070312,102.45999908447266,96.04590884121981,AKAM
2024 Jun,88.25,91.05999755859375,89.42631530761719,AKAM
2024 Jul,89.52999877929688,98.27999877929688,94.80863709883256,AKAM
2024 Aug,91.31999969482422,102.11000061035156,98.89727263017134,AKAM
2024 Sep,94.72000122070312,101.83999633789062,98.81950035095215,AKAM
2024 Oct,99.81999969482422,106.66999816894531,102.84608724842901,AKAM
2024 Nov,85.95999908447266,104.70999908447266,93.33050003051758,AKAM
2024 Dec,94.12000274658203,100.0199966430664,97.39428601946149,AKAM
2024 Jan,110.68943786621094,141.7044677734375,122.10595049176898,ALB
2024 Feb,104.89161682128906,132.98361206054688,114.65097618103027,ALB
2024 Mar,105.53794860839844,137.75888061523438,119.62221984863281,ALB
2024 Apr,108.19730377197266,127.44631958007812,117.14964918656783,ALB
2024 May,115.16527557373047,131.09486389160156,123.8132227117365,ALB
2024 Jun,90.11356353759766,116.99436950683594,102.72990658408717,ALB
2024 Jul,87.87943267822266,97.22395324707031,92.14769606156783,ALB
2024 Aug,70.76396942138672,90.50211334228516,81.73289316350764,ALB
2024 Sep,74.69800567626953,93.72857666015625,84.91706352233886,ALB
2024 Oct,91.24996185302734,101.94507598876953,94.94327147110648,ALB
2024 Nov,94.24576568603516,107.81957244873047,102.1153522491455,ALB
2024 Dec,84.33016967773438,108.61000061035156,95.14602988106864,ALB
2024 Jan,109.96583557128906,118.14248657226562,113.76191566103981,ARE
2024 Feb,102.68151092529297,113.57157135009766,108.52717819213868,ARE
2024 Mar,112.39696502685547,118.59036254882812,114.35012969970703,ARE
2024 Apr,106.42865753173828,119.2251205444336,111.06101122769442,ARE
2024 May,106.02388000488281,115.1497573852539,110.72439020330256,ARE
2024 Jun,104.46916961669922,108.8216552734375,106.8305892944336,ARE
2024 Jul,107.51917266845703,120.08805084228516,112.23176540027966,ARE
2024 Aug,103.8164291381836,113.1756362915039,107.73696448586203,ARE
2024 Sep,108.18902587890625,116.02246856689453,112.764404296875,ARE
2024 Oct,104.9061279296875,115.36382293701172,109.62672689686651,ARE
2024 Nov,98.09733581542969,107.24781799316406,103.15737648010254,ARE
2024 Dec,91.49544525146484,103.16630554199219,95.96945989699591,ARE
2024 Jan,256.2200012207031,277.5199890136719,267.10714140392486,ALGN
2024 Feb,273.3800048828125,316.8800048828125,299.18899993896486,ALGN
2024 Mar,299.489990234375,329.1400146484375,315.1780029296875,ALGN
2024 Apr,282.3800048828125,330.25,310.7209098122337,ALGN
2024 May,252.38999938964844,287.8699951171875,270.7086341164329,ALGN
2024 Jun,235.22999572753906,271.2799987792969,249.88000006424753,ALGN
2024 Jul,220.4499969482422,256.29998779296875,242.2163640802557,ALGN
2024 Aug,204.02999877929688,240.35000610351562,225.48136346990412,ALGN
2024 Sep,221.14999389648438,257.1700134277344,240.5870002746582,ALGN
2024 Oct,205.02999877929688,245.35000610351562,222.76217385996944,ALGN
2024 Nov,208.5800018310547,240.52000427246094,223.25349960327148,ALGN
2024 Dec,206.5800018310547,239.52000427246094,224.2038094656808,ALGN
2024 Jan,116.10499572753906,124.06568908691406,120.28373136974517,ALLE
2024 Feb,122.98992156982422,130.62789916992188,126.73653755187988,ALLE
2024 Mar,124.00701141357422,132.79010009765625,129.14943771362306,ALLE
2024 Apr,119.3138198852539,131.4061737060547,125.58664044466886,ALLE
2024 May,117.18391418457031,125.57593536376953,121.26927913318981,ALLE
2024 Jun,112.98663330078125,118.27340698242188,115.4234330026727,ALLE
2024 Jul,113.00634002685547,137.31842041015625,123.02073357322,ALLE
2024 Aug,124.6844253540039,136.82568359375,130.59916548295453,ALLE
2024 Sep,132.54864501953125,144.10678100585938,138.59719848632812,ALLE
2024 Oct,137.49172973632812,151.64137268066406,144.88318202806556,ALLE
2024 Nov,136.5721435546875,142.16873168945312,139.37785568237305,ALLE
2024 Dec,129.6185302734375,139.84506225585938,135.09586733863466,ALLE
2024 Jan,44.95654296875,48.86946487426758,46.82433845883324,LNT
2024 Feb,44.72997283935547,47.00278091430664,45.40144348144531,LNT
2024 Mar,45.01289749145508,47.530906677246094,46.06442489624023,LNT
2024 Apr,44.70168685913086,47.50260925292969,46.50008964538574,LNT
2024 May,47.005088806152344,49.63340759277344,48.587188720703125,LNT
2024 Jun,47.252681732177734,49.309635162353516,48.10974462408768,LNT
2024 Jul,48.319252014160156,53.461700439453125,51.3107440254905,LNT
2024 Aug,53.04868698120117,55.968624114990234,54.76362367109819,LNT
2024 Sep,56.266380310058594,58.341068267822266,57.338782119750974,LNT
2024 Oct,56.65058135986328,59.829856872558594,58.256285128386125,LNT
2024 Nov,54.45977020263672,61.6158447265625,58.652703857421876,LNT
2024 Dec,56.30931091308594,60.308570861816406,58.22893723987398,LNT
2024 Jan,138.15187072753906,152.80186462402344,146.53929501488096,ALL
2024 Feb,150.04476928710938,155.5205078125,153.16402435302734,ALL
2024 Mar,149.91024780273438,167.16708374023438,156.3690185546875,ALL
2024 Apr,157.41786193847656,169.48606872558594,164.49635661732066,ALL
2024 May,157.978271484375,166.87721252441406,162.41981645063922,ALL
2024 Jun,152.61648559570312,160.37994384765625,156.82575426603617,ALL
2024 Jul,153.9379119873047,171.68017578125,162.01406652277166,ALL
2024 Aug,164.22764587402344,184.4839630126953,173.234262639826,ALL
2024 Sep,180.04127502441406,188.3408203125,184.34580154418944,ALL
2024 Oct,176.97532653808594,191.0357208251953,185.16830776048744,ALL
2024 Nov,178.06890869140625,203.3976287841797,192.40027923583983,ALL
2024 Dec,185.60682678222656,201.00457763671875,192.48374212355841,ALL
2024 Jan,134.71214294433594,152.3588104248047,142.7637016659691,GOOGL
2024 Feb,135.3572540283203,147.8826446533203,141.76288146972655,GOOGL
2024 Mar,130.4146270751953,149.7981719970703,141.37927932739257,GOOGL
2024 Apr,149.40118408203125,170.66053771972656,156.00806288285688,GOOGL
2024 May,162.63121032714844,176.51629638671875,170.70520435680044,GOOGL
2024 Jun,171.87139892578125,184.23081970214844,176.60009524696753,GOOGL
2024 Jul,165.93789672851562,189.96409606933594,179.44371310147372,GOOGL
2024 Aug,157.28329467773438,169.67398071289062,162.53466658158735,GOOGL
2024 Sep,147.91053771972656,165.01390075683594,157.3480094909668,GOOGL
2024 Oct,161.0439910888672,173.58045959472656,164.56571097995925,GOOGL
2024 Nov,163.92935180664062,180.70436096191406,172.7019187927246,GOOGL
2024 Dec,170.47621154785156,195.89279174804688,186.0010739281064,GOOGL
2024 Jan,136.36721801757812,153.6873016357422,144.3431156703404,GOOG
2024 Feb,136.4069061279297,149.10169982910156,142.9955093383789,GOOG
2024 Mar,131.5731658935547,151.1265106201172,142.4133758544922,GOOG
2024 Apr,150.80889892578125,172.39700317382812,157.54926577481356,GOOG
2024 May,164.33746337890625,178.20343017578125,172.28149691495028,GOOG
2024 Jun,173.12155151367188,185.6800079345703,178.0594193307977,GOOG
2024 Jul,167.6147918701172,191.44337463378906,181.04627297141334,GOOG
2024 Aug,159.5261993408203,171.3610076904297,164.276931069114,GOOG
2024 Sep,148.79127502441406,166.35293579101562,158.49772109985352,GOOG
2024 Oct,162.2435760498047,175.2581024169922,166.06998808487603,GOOG
2024 Nov,165.73602294921875,182.4021759033203,174.27853546142578,GOOG
2024 Dec,172.11392211914062,197.3915557861328,187.5162150065104,GOOG
2024 Jan,34.312278747558594,36.013710021972656,35.133942013695126,MO
2024 Feb,34.449771881103516,35.85044479370117,34.90734920501709,MO
2024 Mar,34.14041519165039,38.62602233886719,37.07833118438721,MO
2024 Apr,35.797367095947266,38.4942512512207,37.08631151372736,MO
2024 May,38.204349517822266,40.69919204711914,39.652620488947086,MO
2024 Jun,39.78572082519531,41.69780349731445,40.83210613853053,MO
2024 Jul,41.248958587646484,45.37834167480469,43.28386168046431,MO
2024 Aug,44.30111312866211,48.26891326904297,46.12546730041504,MO
2024 Sep,45.97657775878906,49.11274337768555,47.33508377075195,MO
2024 Oct,44.90565872192383,49.848384857177734,45.918079873789914,MO
2024 Nov,49.00629425048828,52.85064697265625,50.774236869812015,MO
2024 Dec,48.50286865234375,52.46620559692383,50.12870697748093,MO
2024 Jan,144.57000732421875,161.25999450683594,153.615237281436,AMZN
2024 Feb,159.27999877929688,176.75999450683594,171.00349807739258,AMZN
2024 Mar,171.9600067138672,180.3800048828125,176.8224998474121,AMZN
2024 Apr,173.6699981689453,189.0500030517578,181.17318240079013,AMZN
2024 May,176.44000244140625,189.5,184.17636455189097,AMZN
2024 Jun,178.33999633789062,197.85000610351562,186.08421084755346,AMZN
2024 Jul,179.85000610351562,200.0,190.33318190141156,AMZN
2024 Aug,161.02000427246094,184.07000732421875,172.39227294921875,AMZN
2024 Sep,171.38999938964844,193.9600067138672,184.8660011291504,AMZN
2024 Oct,180.8000030517578,192.72999572753906,186.83478313943615,AMZN
2024 Nov,195.77999877929688,214.10000610351562,204.50499954223633,AMZN
2024 Dec,210.7100067138672,232.92999267578125,224.1009521484375,AMZN
2024 Jan,8.624835968017578,9.115830421447754,8.88643487294515,AMCR
2024 Feb,8.226481437683105,8.76379680633545,8.485073900222778,AMCR
2024 Mar,8.537790298461914,8.941669464111328,8.769315624237061,AMCR
2024 Apr,8.293585777282715,8.875920295715332,8.512601332231002,AMCR
2024 May,9.204658508300781,9.79638671875,9.52913219278509,AMCR
2024 Jun,9.30133056640625,9.710286140441895,9.500052502280788,AMCR
2024 Jul,9.035036087036133,10.014623641967773,9.505808743563565,AMCR
2024 Aug,9.786370277404785,10.880084991455078,10.254549546675248,AMCR
2024 Sep,10.464072227478027,10.916104316711426,10.674352407455444,AMCR
2024 Oct,10.512161254882812,10.93533992767334,10.719568708668584,AMCR
2024 Nov,9.511918067932129,10.3615140914917,9.9302547454834,AMCR
2024 Dec,9.095539093017578,10.293344497680664,9.582452138264975,AMCR
2024 Jan,64.20169067382812,70.11846923828125,66.96777089436848,AEE
2024 Feb,63.788455963134766,67.2446060180664,65.52498207092285,AEE
2024 Mar,66.98163604736328,70.09874725341797,68.29556007385254,AEE
2024 Apr,66.667724609375,70.85697937011719,69.32671945745295,AEE
2024 May,66.44025421142578,71.39722442626953,69.8359420082786,AEE
2024 Jun,66.97332763671875,69.91864776611328,67.82366581967003,AEE
2024 Jul,67.40386199951172,76.08170318603516,71.16437669233842,AEE
2024 Aug,76.72273254394531,78.99981689453125,78.04697730324484,AEE
2024 Sep,79.56432342529297,84.34391784667969,81.61026802062989,AEE
2024 Oct,82.7527084350586,86.02191925048828,84.44958164380944,AEE
2024 Nov,82.8202133178711,91.59600830078125,87.87303924560547,AEE
2024 Dec,84.45297241210938,89.57081604003906,87.46759287516277,AEE
2024 Jan,71.48543548583984,78.4677963256836,74.58752768380302,AEP
2024 Feb,71.30902099609375,80.0096664428711,74.99276237487793,AEP
2024 Mar,76.88216400146484,80.86432647705078,78.4491958618164,AEP
2024 Apr,74.67505645751953,81.57811737060547,78.96587926691228,AEP
2024 May,82.78966522216797,87.88865661621094,85.38054067438298,AEP
2024 Jun,82.4068832397461,85.7168197631836,83.64380043431332,AEP
2024 Jul,82.61552429199219,93.07642364501953,87.37134690718217,AEP
2024 Aug,92.40740203857422,96.53811645507812,94.00433627041903,AEP
2024 Sep,96.40763092041016,100.43656921386719,98.22544212341309,AEP
2024 Oct,93.03900909423828,97.82398986816406,95.18392745308255,AEP
2024 Nov,89.8294448852539,96.52607727050781,93.44459800720215,AEP
2024 Dec,87.84850311279297,94.91232299804688,90.52796827043805,AEP
2024 Jan,176.33706665039062,200.22921752929688,184.67540486653647,AXP
2024 Feb,199.31710815429688,215.2059783935547,207.74310684204102,AXP
2024 Mar,213.0286102294922,224.7196807861328,218.57843627929688,AXP
2024 Apr,213.9837646484375,235.25425720214844,222.58965440229937,AXP
2024 May,227.03924560546875,239.15023803710938,234.19440668279475,AXP
2024 Jun,218.59796142578125,233.41448974609375,226.47432909513773,AXP
2024 Jul,230.0301055908203,249.69073486328125,239.2850896661932,AXP
2024 Aug,222.92970275878906,256.4007263183594,242.03435030850497,AXP
2024 Sep,240.82958984375,267.61041259765625,256.7125556945801,AXP
2024 Oct,264.5007019042969,282.7342529296875,270.0803063434103,AXP
2024 Nov,267.3104248046875,302.3133544921875,287.18135833740234,AXP
2024 Dec,284.71295166015625,300.75018310546875,296.8469935825893,AXP
2024 Jan,63.98365020751953,67.46321868896484,65.67254856654576,AIG
2024 Feb,65.30646514892578,69.86919403076172,67.11909828186035,AIG
2024 Mar,69.8212890625,75.45124816894531,72.78093643188477,AIG
2024 Apr,69.90365600585938,75.1430435180664,72.49971147017045,AIG
2024 May,73.0145492553711,77.57013702392578,75.8732813054865,AIG
2024 Jun,71.0964126586914,75.43199157714844,72.54340924714741,AIG
2024 Jul,71.54183959960938,76.7225341796875,74.09522039240056,AIG
2024 Aug,67.93958282470703,74.61152648925781,71.15891127152877,AIG
2024 Sep,69.63420867919922,74.26293182373047,71.3905475616455,AIG
2024 Oct,70.43595886230469,77.10566711425781,74.25532531738281,AIG
2024 Nov,72.69489288330078,75.10962677001953,73.95386390686035,AIG
2024 Dec,68.53375244140625,74.13593292236328,71.55583045596168,AIG
2024 Jan,182.7411651611328,204.4671173095703,192.62452043805803,AMT
2024 Feb,174.44322204589844,185.8248291015625,178.55434188842773,AMT
2024 Mar,180.1527099609375,193.720947265625,186.8770294189453,AMT
2024 Apr,161.22645568847656,180.35830688476562,168.89215434681284,AMT
2024 May,166.73265075683594,184.55242919921875,176.15939677845347,AMT
2024 Jun,182.22360229492188,188.9555206298828,184.92583264802633,AMT
2024 Jul,182.78555297851562,212.04721069335938,196.47044788707387,AMT
2024 Aug,207.30335998535156,223.06546020507812,213.00694344260475,AMT
2024 Sep,218.95860290527344,230.85147094726562,224.10979080200195,AMT
2024 Oct,203.8800506591797,220.62228393554688,213.24332859205163,AMT
2024 Nov,185.5039520263672,204.78018188476562,194.02551345825196,AMT
2024 Dec,171.79127502441406,200.28909301757812,186.14374433244978,AMT
2024 Jan,116.36283111572266,127.50862884521484,122.69732012067523,AWK
2024 Feb,112.7104263305664,119.51189422607422,116.14621620178222,AWK
2024 Mar,112.43207550048828,117.2983169555664,114.29602928161621,AWK
2024 Apr,109.2455062866211,117.40389251708984,114.33730212124911,AWK
2024 May,119.7983169555664,130.05419921875,126.06907792524858,AWK
2024 Jun,123.47594451904297,128.20570373535156,125.32212387888055,AWK
2024 Jul,123.32150268554688,138.6787567138672,132.35895919799805,AWK
2024 Aug,135.88478088378906,142.23092651367188,137.7794085415927,AWK
2024 Sep,138.95143127441406,145.47296142578125,142.07050628662108,AWK
2024 Oct,131.68264770507812,141.78518676757812,135.92188362453294,AWK
2024 Nov,128.8524169921875,135.45997619628906,132.24316864013673,AWK
2024 Dec,120.85893249511719,132.3465576171875,125.55724625360398,AWK
2024 Jan,362.3845520019531,383.3157043457031,372.73582531156995,AMP
2024 Feb,375.9814758300781,401.34576416015625,388.14771270751953,AMP
2024 Mar,401.296875,428.51654052734375,412.3611724853516,AMP
2024 Apr,398.4625244140625,426.3468322753906,410.9337324662642,AMP
2024 May,404.0823974609375,432.52630615234375,422.3187907825817,AMP
2024 Jun,413.9391174316406,433.7523498535156,422.67286923057156,AMP
2024 Jul,403.0223083496094,437.7247619628906,422.6263802268288,AMP
2024 Aug,385.44989013671875,442.4605712890625,415.2857111150568,AMP
2024 Sep,423.4898681640625,462.5143127441406,443.21224822998045,AMP
2024 Oct,465.7925720214844,515.0357666015625,495.4238347592561,AMP
2024 Nov,499.303955078125,566.75,549.1568405151368,AMP
2024 Dec,517.3034057617188,558.5648803710938,538.6268862769717,AMP
2024 Jan,158.00387573242188,163.72900390625,160.78089396158853,AME
2024 Feb,163.72900390625,177.85430908203125,170.12487335205077,AME
2024 Mar,177.13369750976562,182.80703735351562,179.83966522216798,AME
2024 Apr,172.67361450195312,180.1476287841797,177.07345511696556,AME
2024 May,161.4823455810547,172.149658203125,167.38581085205078,AME
2024 Jun,164.31971740722656,171.94203186035156,167.53924801475122,AME
2024 Jul,162.52503967285156,174.2888641357422,167.94648881392047,AME
2024 Aug,151.24639892578125,169.37734985351562,161.20263047651812,AME
2024 Sep,162.03982543945312,170.85122680664062,167.01740951538085,AME
2024 Oct,165.18756103515625,181.8511505126953,167.91050123131794,AME
2024 Nov,176.9810028076172,195.7771453857422,190.20227584838867,AME
2024 Dec,179.05465698242188,193.97190856933594,185.79005722772507,AME
2024 Jan,279.5676574707031,295.7651062011719,288.57308669317337,AMGN
2024 Feb,259.4319152832031,305.1093444824219,277.0851745605469,AMGN
2024 Mar,254.73272705078125,271.2462463378906,261.9558639526367,AMGN
2024 Apr,248.93453979492188,268.15765380859375,256.23569419167256,AMGN
2024 May,262.7857971191406,302.2647399902344,290.3328496759588,AMGN
2024 Jun,284.8134460449219,304.66925048828125,293.2872571443257,AMGN
2024 Jul,295.19451904296875,320.56536865234375,311.41898970170456,AMGN
2024 Aug,298.1715087890625,320.7413635253906,312.63750527121806,AMGN
2024 Sep,300.593505859375,324.1521911621094,315.6726928710938,AMGN
2024 Oct,302.55352783203125,315.4761962890625,307.08849168860394,AMGN
2024 Nov,269.9722900390625,312.52655029296875,288.9355407714844,AMGN
2024 Dec,250.6221466064453,269.54620361328125,260.2488257998512,AMGN
2024 Jan,46.47675704956055,50.57041549682617,48.072330474853516,APH
2024 Feb,50.393280029296875,53.748897552490234,51.8255729675293,APH
2024 Mar,53.77842712402344,56.8696403503418,55.010863876342775,APH
2024 Apr,54.31581115722656,60.21230697631836,56.76095875826749,APH
2024 May,58.79734802246094,67.2476806640625,63.95700749483976,APH
